lib,chrs,start,stop,cos,width
100,Chr5,15955017,15955084,15955051,67
100,Chr5,22073501,22073560,22073531,59
100,Chr5,25108458,25108591,25108524,133
100,Chr5,26534992,26535057,26535024,65
101,Chr1,3530081,3532233,3531157,2152
101,Chr1,3547515,3547767,3547641,252
101,Chr1,10214424,10214544,10214484,120
101,Chr1,10383225,10383384,10383305,159
101,Chr1,22121288,22122241,22121764,953
101,Chr1,23329116,23329185,23329150,69
101,Chr1,27144326,27145576,27144951,1250
101,Chr1,30240641,30241013,30240827,372
101,Chr2,14996156,14996679,14996418,523
101,Chr2,17146346,17146658,17146502,312
101,Chr3,6520545,6520849,6520697,304
101,Chr3,7784629,7784686,7784657,57
101,Chr3,9498878,9499295,9499086,417
101,Chr4,14441485,14441652,14441569,167
101,Chr5,5473945,5478875,5476410,4930
101,Chr5,8916244,8917381,8916812,1137
101,Chr5,14957040,14957835,14957438,795
101,Chr5,20763392,20764196,20763794,804
102,Chr1,654496,655639,655068,1143
102,Chr1,1175046,1175561,1175304,515
102,Chr1,18368096,18368231,18368164,135
102,Chr1,20414631,20418732,20416681,4101
102,Chr1,23024936,23026167,23025552,1231
102,Chr1,25215951,25216134,25216043,183
102,Chr1,27426586,27426740,27426663,154
102,Chr2,12181439,12182162,12181801,723
102,Chr2,16202992,16203319,16203156,327
102,Chr2,18626181,18627510,18626845,1329
102,Chr3,492990,493700,493345,710
102,Chr3,1483431,1484211,1483821,780
102,Chr3,6250651,6250949,6250800,298
102,Chr3,18752006,18752743,18752374,737
102,Chr3,22165799,22166500,22166149,701
102,Chr4,918540,919246,918893,706
102,Chr5,1533857,1535092,1534475,1235
102,Chr5,6792515,6792628,6792571,113
102,Chr5,17000274,17000781,17000528,507
102,Chr5,17750050,17750663,17750356,613
102,Chr5,20149381,20186431,20167906,37050
102,Chr5,23158346,23165567,23161956,7221
102,Chr5,26535874,26536488,26536181,614
103,Chr1,2155891,2157741,2156816,1850
103,Chr1,7921420,7923672,7922546,2252
103,Chr1,9117065,9117257,9117161,192
103,Chr1,13012852,13033405,13023128,20553
103,Chr1,25959489,25961254,25960371,1765
103,Chr2,16468052,16469330,16468691,1278
103,Chr3,910572,913873,912222,3301
103,Chr3,7505132,7505755,7505444,623
103,Chr3,10122998,10125319,10124158,2321
103,Chr3,17762991,17764225,17763608,1234
103,Chr4,13781526,13793924,13787725,12398
103,Chr5,112284,112375,112330,91
103,Chr5,6817129,6818515,6817822,1386
103,Chr5,13749867,13752856,13751361,2989
104,Chr1,1280288,1282224,1281256,1936
104,Chr1,4779442,4779869,4779656,427
104,Chr1,6621287,6621623,6621455,336
104,Chr1,8432775,8432946,8432861,171
104,Chr1,17393382,17394149,17393766,767
104,Chr1,19046794,19047007,19046900,213
104,Chr1,21057344,21058648,21057996,1304
104,Chr1,22929874,22930472,22930173,598
104,Chr1,24232729,24232741,24232735,12
104,Chr1,24902667,24902763,24902715,96
104,Chr1,28388276,28388448,28388362,172
104,Chr1,29781259,29781648,29781453,389
104,Chr2,548128,548269,548198,141
104,Chr2,8430920,8430928,8430924,8
104,Chr2,11343822,11344137,11343980,315
104,Chr3,3384595,3385318,3384957,723
104,Chr3,6895442,6897234,6896338,1792
104,Chr3,20205067,20205633,20205350,566
104,Chr3,22379304,22379510,22379407,206
104,Chr4,13016196,13016836,13016516,640
104,Chr4,14335330,14345835,14340582,10505
104,Chr5,2099013,2099240,2099127,227
104,Chr5,3651355,3653193,3652274,1838
104,Chr5,4543685,4544288,4543987,603
104,Chr5,4971209,4971306,4971257,97
104,Chr5,6992414,6992759,6992586,345
104,Chr5,7306026,7306811,7306418,785
104,Chr5,16834379,16834584,16834481,205
104,Chr5,23771775,23776310,23774043,4535
104,Chr5,25170510,25170976,25170743,466
105,Chr1,844413,847358,845885,2945
105,Chr1,1559270,1559682,1559476,412
105,Chr1,7145362,7145380,7145371,18
105,Chr1,9730551,9730682,9730617,131
105,Chr1,25877114,25877274,25877194,160
105,Chr2,6810401,6810431,6810416,30
105,Chr2,8725604,8725658,8725631,54
105,Chr2,17130436,17140009,17135222,9573
105,Chr2,17748864,17755511,17752188,6647
105,Chr2,18397367,18397525,18397446,158
105,Chr2,19092333,19094192,19093263,1859
105,Chr3,996634,999447,998040,2813
105,Chr3,5892521,5892657,5892589,136
105,Chr4,1220593,1220784,1220689,191
105,Chr4,9929241,9929304,9929273,63
105,Chr5,2772959,2773336,2773147,377
105,Chr5,23263401,23264078,23263739,677
106,Chr1,5325156,5325572,5325364,416
106,Chr1,7090945,7091829,7091387,884
106,Chr1,18363528,18364180,18363854,652
106,Chr1,18886561,18887823,18887192,1262
106,Chr1,23006515,23006712,23006613,197
106,Chr1,25318917,25319517,25319217,600
106,Chr2,12430587,12430748,12430667,161
106,Chr2,13534152,13538931,13536542,4779
106,Chr2,16366839,16366850,16366845,11
106,Chr2,18030141,18030910,18030525,769
106,Chr3,5025557,5026122,5025839,565
106,Chr3,19299801,19301717,19300759,1916
106,Chr3,21139040,21139046,21139043,6
106,Chr4,9031710,9031906,9031808,196
106,Chr4,11191129,11193607,11192368,2478
106,Chr4,14450966,14451283,14451124,317
106,Chr5,7269200,7269581,7269390,381
106,Chr5,24836116,24836620,24836368,504
107,Chr1,309787,314437,312112,4650
107,Chr1,1185563,1188434,1186999,2871
107,Chr1,3562114,3562592,3562353,478
107,Chr1,12295836,12297201,12296518,1365
107,Chr1,17242645,17244721,17243683,2076
107,Chr1,18807450,18807497,18807474,47
107,Chr1,21908909,21909488,21909199,579
107,Chr1,25816672,25817348,25817010,676
107,Chr1,26641785,26642050,26641917,265
107,Chr1,27362281,27362744,27362513,463
107,Chr1,29112073,29114959,29113516,2886
107,Chr2,8567041,8567182,8567111,141
107,Chr2,10476811,10477396,10477103,585
107,Chr2,12352104,12352353,12352228,249
107,Chr2,19259712,19260777,19260244,1065
107,Chr3,65970,66420,66195,450
107,Chr3,86251,87665,86958,1414
107,Chr3,5135037,5142262,5138649,7225
107,Chr3,8727467,8729144,8728305,1677
107,Chr3,16572871,16573286,16573079,415
107,Chr3,19569143,19569688,19569415,545
107,Chr3,20619143,20619897,20619520,754
107,Chr4,13402896,13403354,13403125,458
107,Chr5,1074971,1075357,1075164,386
107,Chr5,3518854,3520798,3519826,1944
107,Chr5,21028313,21028358,21028335,45
108,Chr1,171626,171664,171645,38
108,Chr1,6624079,6625801,6624940,1722
108,Chr1,9853468,9853541,9853504,73
108,Chr1,11279143,11279672,11279407,529
108,Chr1,18915710,18919175,18917442,3465
108,Chr1,18919208,19007704,18963456,88496
108,Chr1,22303113,22304106,22303609,993
108,Chr1,29644546,29645636,29645091,1090
108,Chr2,8243770,8244781,8244276,1011
108,Chr2,12430857,12430924,12430891,67
108,Chr2,17130436,17140009,17135222,9573
108,Chr2,17582440,17584188,17583314,1748
108,Chr3,7425669,7427184,7426427,1515
108,Chr3,9055437,9057744,9056591,2307
108,Chr3,20020859,20022379,20021619,1520
108,Chr4,508220,508895,508558,675
108,Chr4,13062662,13063152,13062907,490
108,Chr5,322506,323787,323146,1281
108,Chr5,5997335,5997947,5997641,612
108,Chr5,16377623,16378412,16378017,789
108,Chr5,20354664,20355451,20355058,787
108,Chr5,26234087,26234306,26234197,219
109,Chr1,1190703,1191118,1190911,415
109,Chr1,4919579,4921643,4920611,2064
109,Chr1,5428926,5429515,5429220,589
109,Chr1,6859560,6860169,6859864,609
109,Chr1,8341205,8341218,8341211,13
109,Chr1,12021852,12022387,12022120,535
109,Chr1,20397507,20397566,20397537,59
109,Chr1,20948514,20949886,20949200,1372
109,Chr1,28455409,28456198,28455803,789
109,Chr2,1077365,1078278,1077821,913
109,Chr2,12964883,12965006,12964945,123
109,Chr2,18259080,18259112,18259096,32
109,Chr2,19209755,19214504,19212129,4749
109,Chr3,4958574,4959319,4958946,745
109,Chr3,16495765,16496619,16496192,854
109,Chr3,19534725,19536201,19535463,1476
109,Chr3,21747155,21747303,21747229,148
109,Chr3,22465677,22466007,22465842,330
109,Chr4,9557007,9557058,9557033,51
109,Chr4,12957984,12958872,12958428,888
109,Chr4,18083537,18084286,18083911,749
109,Chr5,1038093,1038346,1038219,253
109,Chr5,3297582,3297670,3297626,88
109,Chr5,3907257,3914246,3910751,6989
109,Chr5,4180526,4182813,4181670,2287
109,Chr5,8162956,8163080,8163018,124
109,Chr5,14530678,14531152,14530915,474
109,Chr5,21831466,21839666,21835566,8200
109,Chr5,23912800,23913268,23913034,468
109,Chr5,25621218,25621810,25621514,592
11,Chr1,124467,126609,125538,2142
11,Chr1,1064221,1065037,1064629,816
11,Chr1,1727376,1727824,1727600,448
11,Chr1,3619818,3621441,3620630,1623
11,Chr1,9953210,9954455,9953832,1245
11,Chr1,10944048,10944425,10944236,377
11,Chr1,11797434,11797939,11797686,505
11,Chr1,20606644,20615934,20611289,9290
11,Chr1,23335361,23336386,23335873,1025
11,Chr1,26657058,26657453,26657256,395
11,Chr1,29024447,29024828,29024637,381
11,Chr2,2360867,2361855,2361361,988
11,Chr2,11203182,11204085,11203634,903
11,Chr2,13005061,13011674,13008367,6613
11,Chr2,16952611,16952615,16952613,4
11,Chr2,18576829,18578166,18577497,1337
11,Chr3,9761790,9761973,9761882,183
11,Chr3,16351417,16352976,16352197,1559
11,Chr3,22150993,22153289,22152141,2296
11,Chr3,23353305,23353499,23353402,194
11,Chr4,6520400,6520916,6520658,516
11,Chr4,13694024,13696057,13695040,2033
11,Chr4,14138291,14141707,14139999,3416
11,Chr5,210372,210792,210582,420
11,Chr5,2185923,2186112,2186017,189
11,Chr5,2610152,2610597,2610374,445
11,Chr5,4911474,4911614,4911544,140
11,Chr5,22129020,22129095,22129058,75
11,Chr5,23547788,23548437,23548112,649
11,Chr5,26124867,26125162,26125015,295
110,Chr1,590903,591180,591041,277
110,Chr1,1147537,1148269,1147903,732
110,Chr1,2104388,2104632,2104510,244
110,Chr1,10145799,10146139,10145969,340
110,Chr1,23314585,23314839,23314712,254
110,Chr1,29953078,29957835,29955456,4757
110,Chr2,10988868,10989217,10989042,349
110,Chr2,11599705,11600232,11599969,527
110,Chr2,13899439,13900398,13899919,959
110,Chr2,16495483,16495679,16495581,196
110,Chr3,610774,610831,610802,57
110,Chr3,1705637,1705987,1705812,350
110,Chr3,2906411,2911506,2908959,5095
110,Chr3,4089699,4091586,4090643,1887
110,Chr3,18424115,18424438,18424277,323
110,Chr4,10077511,10077702,10077607,191
110,Chr5,163403,164495,163949,1092
110,Chr5,979385,979440,979413,55
110,Chr5,5575778,5577530,5576654,1752
110,Chr5,9048061,9048205,9048133,144
110,Chr5,19434020,19436572,19435296,2552
110,Chr5,21285536,21286536,21286036,1000
110,Chr5,22181393,22182815,22182104,1422
110,Chr5,22786032,22787102,22786567,1070
111,Chr1,3323366,3354275,3338820,30909
111,Chr1,6589775,6589874,6589825,99
111,Chr1,18415808,18420121,18417964,4313
111,Chr1,20664664,20665666,20665165,1002
111,Chr2,1696398,1696501,1696450,103
111,Chr2,8183407,8183508,8183457,101
111,Chr2,14206006,14206157,14206082,151
111,Chr3,1869804,1870010,1869907,206
111,Chr3,6593502,6604125,6598814,10623
111,Chr4,9324343,9324362,9324353,19
111,Chr4,11971606,11971657,11971632,51
111,Chr4,15054404,15054924,15054664,520
111,Chr4,17371026,17371540,17371283,514
111,Chr4,17846516,17847460,17846988,944
111,Chr5,3845035,3845840,3845437,805
111,Chr5,7306811,7308056,7307433,1245
111,Chr5,19961859,19961881,19961870,22
111,Chr5,25328761,25329598,25329179,837
111,Chr5,25928590,25929443,25929016,853
112,Chr1,5410444,5413204,5411824,2760
112,Chr1,6421010,6422350,6421680,1340
112,Chr1,7989712,7989861,7989786,149
112,Chr1,9487039,9487432,9487235,393
112,Chr1,9950537,9951023,9950780,486
112,Chr1,10739193,10739418,10739305,225
112,Chr1,27950692,27950975,27950834,283
112,Chr1,29645817,29646369,29646093,552
112,Chr2,360673,365116,362895,4443
112,Chr2,7603131,7603248,7603189,117
112,Chr2,7654795,7655470,7655133,675
112,Chr3,185881,186026,185953,145
112,Chr3,2442206,2444719,2443462,2513
112,Chr3,3461507,3461514,3461511,7
112,Chr3,18618364,18618720,18618542,356
112,Chr3,20976514,20976655,20976584,141
112,Chr3,22267325,22268663,22267994,1338
112,Chr4,12994579,12995246,12994913,667
112,Chr5,2617191,2619649,2618420,2458
112,Chr5,3861076,3871424,3866250,10348
112,Chr5,14169194,14169309,14169252,115
112,Chr5,24696098,24707834,24701966,11736
112,Chr5,25217439,25218219,25217829,780
112,Chr5,25942775,25947111,25944943,4336
113,Chr1,4041654,4044777,4043216,3123
113,Chr1,9365235,9365548,9365391,313
113,Chr1,28504651,28511467,28508059,6816
113,Chr1,29007802,29008540,29008171,738
113,Chr2,7047500,7048660,7048080,1160
113,Chr2,12636194,12637338,12636766,1144
113,Chr2,14801991,14822392,14812191,20401
113,Chr3,4593990,4594187,4594088,197
113,Chr3,5580150,5583051,5581600,2901
113,Chr3,10189921,10189945,10189933,24
113,Chr3,19753493,19766365,19759929,12872
113,Chr3,20574392,20574684,20574538,292
113,Chr3,22421186,22421612,22421399,426
113,Chr4,9576626,9577443,9577034,817
113,Chr4,12572562,12573224,12572893,662
113,Chr5,1553846,1556447,1555146,2601
113,Chr5,2279171,2282868,2281019,3697
113,Chr5,3083239,3084000,3083619,761
113,Chr5,4770609,4771128,4770869,519
113,Chr5,9424698,9425154,9424926,456
113,Chr5,19900102,19901768,19900935,1666
113,Chr5,21805297,21806203,21805750,906
113,Chr5,23346776,23347906,23347341,1130
113,Chr5,25242333,25243637,25242985,1304
114,Chr1,20095027,20095702,20095365,675
114,Chr1,20719474,20720211,20719842,737
114,Chr2,822543,823240,822891,697
114,Chr2,1033389,1033624,1033507,235
114,Chr2,11872598,11873176,11872887,578
114,Chr2,19664730,19667652,19666191,2922
114,Chr3,1032558,1033000,1032779,442
114,Chr3,1628451,1630647,1629549,2196
114,Chr3,2944712,2945439,2945076,727
114,Chr3,4982230,4983353,4982792,1123
114,Chr3,11756337,11756677,11756507,340
114,Chr3,18917188,18917420,18917304,232
114,Chr3,20375659,20375871,20375765,212
114,Chr3,22653468,22655672,22654570,2204
114,Chr3,23422714,23423348,23423031,634
114,Chr4,7973644,7973812,7973728,168
114,Chr4,15197253,15197370,15197311,117
114,Chr4,16079739,16080175,16079957,436
114,Chr5,1978624,1978826,1978725,202
114,Chr5,2199595,2199702,2199649,107
114,Chr5,4591517,4591529,4591523,12
114,Chr5,22175635,22176342,22175989,707
114,Chr5,23092117,23092175,23092146,58
114,Chr5,23100287,23119076,23109681,18789
114,Chr5,24141995,24142198,24142097,203
115,Chr1,18403169,18404659,18403914,1490
115,Chr1,21019807,21020502,21020155,695
115,Chr1,23045895,23046520,23046207,625
115,Chr1,28862291,28865764,28864027,3473
115,Chr1,29851919,29853643,29852781,1724
115,Chr1,30300501,30301094,30300797,593
115,Chr2,8167355,8168512,8167933,1157
115,Chr2,10204044,10204548,10204296,504
115,Chr2,11087792,11088851,11088322,1059
115,Chr2,12874038,12874190,12874114,152
115,Chr2,18216531,18216872,18216701,341
115,Chr3,380160,384560,382360,4400
115,Chr3,3687727,3688086,3687907,359
115,Chr3,6135457,6136394,6135925,937
115,Chr3,7112707,7113719,7113213,1012
115,Chr3,8901115,8901196,8901155,81
115,Chr3,10239728,10241220,10240474,1492
115,Chr3,22368743,22369021,22368882,278
115,Chr4,6729553,6729651,6729602,98
115,Chr4,12649438,12650379,12649908,941
115,Chr4,14304676,14304947,14304812,271
115,Chr5,385611,385749,385680,138
115,Chr5,5796212,5796358,5796285,146
115,Chr5,14866511,14868385,14867448,1874
115,Chr5,19693124,19693253,19693188,129
115,Chr5,22460352,22462702,22461527,2350
115,Chr5,23119076,23144398,23131737,25322
116,Chr1,847358,850465,848912,3107
116,Chr1,1469258,1471351,1470304,2093
116,Chr1,22114133,22114287,22114210,154
116,Chr1,24433013,24433670,24433341,657
116,Chr1,28455409,28456198,28455803,789
116,Chr2,8105869,8140037,8122953,34168
116,Chr2,12759755,12760125,12759940,370
116,Chr2,14880929,14884716,14882823,3787
116,Chr2,19509800,19514259,19512030,4459
116,Chr3,338229,339294,338761,1065
116,Chr3,6283099,6283256,6283177,157
116,Chr3,7213724,7214290,7214007,566
116,Chr3,8730780,8732332,8731556,1552
116,Chr3,9292812,9295286,9294049,2474
116,Chr3,9958128,9959240,9958684,1112
116,Chr3,18596347,18596661,18596504,314
116,Chr3,19230189,19230323,19230256,134
116,Chr3,22671897,22673645,22672771,1748
116,Chr3,23285879,23286523,23286201,644
116,Chr4,934940,936145,935542,1205
116,Chr4,14514011,14514654,14514333,643
116,Chr5,2822109,2822183,2822146,74
116,Chr5,3858445,3861076,3859761,2631
116,Chr5,8774995,8775123,8775059,128
116,Chr5,16621433,16621574,16621503,141
116,Chr5,20818233,20819503,20818868,1270
116,Chr5,23411074,23411117,23411096,43
116,Chr5,24388557,24388948,24388753,391
116,Chr5,25431728,25431795,25431762,67
117,Chr1,22898487,22899151,22898819,664
117,Chr1,30273702,30275405,30274554,1703
117,Chr2,9671330,9671628,9671479,298
117,Chr2,12370159,12370995,12370577,836
117,Chr2,15668392,15670842,15669617,2450
117,Chr2,17469586,17471736,17470661,2150
117,Chr3,2221837,2221853,2221845,16
117,Chr3,4217457,4218546,4218001,1089
117,Chr3,18074456,18074975,18074716,519
117,Chr3,20396847,20398415,20397631,1568
117,Chr4,768202,768534,768368,332
117,Chr5,2185923,2186112,2186017,189
117,Chr5,2935997,2938561,2937279,2564
117,Chr5,4148528,4148891,4148710,363
117,Chr5,15432865,15432878,15432871,13
117,Chr5,16943349,16943689,16943519,340
117,Chr5,18017610,18019624,18018617,2014
117,Chr5,19693253,19693491,19693372,238
117,Chr5,24396836,24396926,24396881,90
118,Chr1,3833068,3834348,3833708,1280
118,Chr1,6393794,6393855,6393824,61
118,Chr1,8391285,8391346,8391315,61
118,Chr1,18430897,18431785,18431341,888
118,Chr2,7749605,7749690,7749647,85
118,Chr2,13476273,13476861,13476567,588
118,Chr3,2463167,2463845,2463506,678
118,Chr3,5753885,5754326,5754105,441
118,Chr3,7035629,7040114,7037871,4485
118,Chr3,11100706,11100794,11100750,88
118,Chr3,17921518,17924100,17922809,2582
118,Chr3,21116708,21117492,21117100,784
118,Chr4,291877,292300,292089,423
118,Chr4,308062,308466,308264,404
118,Chr4,5236758,5236821,5236790,63
118,Chr4,10581094,10581446,10581270,352
118,Chr4,18328336,18332236,18330286,3900
118,Chr5,1954911,1956371,1955641,1460
118,Chr5,7117559,7117811,7117685,252
118,Chr5,16273942,16274302,16274122,360
119,Chr1,182057,183623,182840,1566
119,Chr1,1065037,1065532,1065285,495
119,Chr1,4074992,4075678,4075335,686
119,Chr1,6267556,6269656,6268606,2100
119,Chr1,10211457,10212255,10211856,798
119,Chr1,12053761,12061061,12057411,7300
119,Chr1,30293857,30294718,30294287,861
119,Chr2,8532366,8535075,8533720,2709
119,Chr2,10504883,10505005,10504944,122
119,Chr2,13192011,13192090,13192051,79
119,Chr2,15255400,15256128,15255764,728
119,Chr3,6419942,6421145,6420544,1203
119,Chr3,16227545,16230006,16228775,2461
119,Chr3,21608492,21614956,21611724,6464
119,Chr4,621312,621475,621394,163
119,Chr4,6351446,6351503,6351474,57
119,Chr4,8420258,8420268,8420263,10
119,Chr4,12251213,12252253,12251733,1040
119,Chr4,15137482,15138908,15138195,1426
119,Chr4,16701015,16701347,16701181,332
119,Chr5,6953709,6954000,6953855,291
119,Chr5,8358542,8358764,8358653,222
119,Chr5,8945888,8946362,8946125,474
119,Chr5,9500094,9500663,9500378,569
119,Chr5,13589179,13590466,13589823,1287
119,Chr5,14199911,14200974,14200443,1063
119,Chr5,21244854,21250196,21247525,5342
119,Chr5,22574913,22575031,22574972,118
119,Chr5,24389082,24389762,24389422,680
12,Chr1,309787,314437,312112,4650
12,Chr1,968896,986719,977808,17823
12,Chr1,6930712,6932577,6931644,1865
12,Chr1,17899400,17899523,17899462,123
12,Chr1,19043119,19043546,19043333,427
12,Chr1,19125085,19126810,19125947,1725
12,Chr1,20502728,20504185,20503456,1457
12,Chr1,21741369,21741417,21741393,48
12,Chr1,23803153,23803905,23803529,752
12,Chr1,25062883,25063148,25063015,265
12,Chr1,27141778,27142066,27141922,288
12,Chr1,28670601,28724228,28697415,53627
12,Chr2,1405816,1407548,1406682,1732
12,Chr2,2189394,2189513,2189454,119
12,Chr3,242374,242565,242470,191
12,Chr3,5294903,5307479,5301191,12576
12,Chr3,6183544,6183563,6183554,19
12,Chr3,8555008,8555418,8555213,410
12,Chr3,11074910,11074931,11074920,21
12,Chr3,19985447,19985926,19985687,479
12,Chr3,21500319,21500352,21500335,33
12,Chr3,23120487,23132471,23126479,11984
12,Chr4,9727734,9727915,9727824,181
12,Chr4,14360933,14366433,14363683,5500
12,Chr5,84356,89507,86932,5151
12,Chr5,3695895,3696035,3695965,140
12,Chr5,5546722,5559677,5553200,12955
12,Chr5,8708437,8712629,8710533,4192
12,Chr5,13763627,13768326,13765977,4699
12,Chr5,14890698,14890740,14890719,42
12,Chr5,22925394,22928299,22926846,2905
12,Chr5,23365230,23365470,23365350,240
12,Chr5,26237555,26238097,26237826,542
120,Chr1,858097,986719,922408,128622
120,Chr1,5193668,5193838,5193753,170
120,Chr1,5638876,5639760,5639318,884
120,Chr1,6675366,6675599,6675482,233
120,Chr1,23003078,23004334,23003706,1256
120,Chr1,26253297,26254313,26253805,1016
120,Chr1,27640109,27641790,27640949,1681
120,Chr2,379428,383692,381560,4264
120,Chr2,19152980,19154087,19153534,1107
120,Chr3,425357,425451,425404,94
120,Chr3,1729157,1729429,1729293,272
120,Chr3,2163808,2165742,2164775,1934
120,Chr3,6661154,6668977,6665066,7823
120,Chr3,19637216,19642149,19639682,4933
120,Chr4,393016,394640,393828,1624
120,Chr4,7195196,7196919,7196058,1723
120,Chr4,9384076,9384771,9384424,695
120,Chr5,1381527,1381884,1381705,357
120,Chr5,3511677,3511734,3511705,57
120,Chr5,4116171,4116644,4116407,473
120,Chr5,4526337,4527317,4526827,980
120,Chr5,5063050,5063091,5063070,41
120,Chr5,6317269,6317370,6317319,101
120,Chr5,7553157,7553366,7553261,209
120,Chr5,13226933,13227155,13227044,222
120,Chr5,16797607,16797985,16797796,378
120,Chr5,20723244,20723372,20723308,128
121,Chr1,528348,560551,544450,32203
121,Chr1,6015934,6017009,6016472,1075
121,Chr1,16127228,16127302,16127265,74
121,Chr1,19154177,19154775,19154476,598
121,Chr1,21012923,21014065,21013494,1142
121,Chr1,22840429,22840608,22840519,179
121,Chr1,28182384,28182998,28182691,614
121,Chr2,2177366,2181177,2179272,3811
121,Chr2,8434110,8434699,8434404,589
121,Chr2,9768495,9768852,9768673,357
121,Chr2,11268066,11268139,11268102,73
121,Chr2,18259388,18260460,18259924,1072
121,Chr3,1460881,1461869,1461375,988
121,Chr3,4846355,4846528,4846441,173
121,Chr3,17766204,17766684,17766444,480
121,Chr3,21397021,21398339,21397680,1318
121,Chr4,7077869,7077920,7077895,51
121,Chr4,9333814,9334225,9334020,411
121,Chr4,14432642,14432689,14432666,47
121,Chr5,6326473,6326570,6326521,97
121,Chr5,21559046,21559503,21559274,457
122,Chr1,306462,309787,308124,3325
122,Chr1,1220819,1221161,1220990,342
122,Chr1,8885151,8885484,8885317,333
122,Chr1,11936615,11936873,11936744,258
122,Chr1,24022500,24023326,24022913,826
122,Chr1,27474999,27475915,27475457,916
122,Chr2,2901756,2902055,2901906,299
122,Chr2,5537099,5537529,5537314,430
122,Chr2,8282067,8292448,8287257,10381
122,Chr2,9037756,9037800,9037778,44
122,Chr2,9678442,9678509,9678476,67
122,Chr3,19417659,19417889,19417774,230
122,Chr3,21304477,21304518,21304497,41
122,Chr4,7769719,7769887,7769803,168
122,Chr5,2656336,2656396,2656366,60
122,Chr5,3507002,3509102,3508052,2100
122,Chr5,13521864,13522016,13521940,152
122,Chr5,18230585,18230709,18230647,124
122,Chr5,23095022,23095852,23095437,830
123,Chr1,129841,135853,132847,6012
123,Chr1,1144854,1145010,1144932,156
123,Chr1,6490023,6490120,6490071,97
123,Chr1,10742303,10742448,10742375,145
123,Chr1,11667109,11667833,11667471,724
123,Chr1,19478855,19479387,19479121,532
123,Chr1,20525160,20525598,20525379,438
123,Chr1,25125011,25129852,25127431,4841
123,Chr1,28629054,28629358,28629206,304
123,Chr2,2309628,2312714,2311171,3086
123,Chr2,8732932,8735034,8733983,2102
123,Chr2,13568915,13569030,13568973,115
123,Chr2,19479831,19483106,19481469,3275
123,Chr3,4080936,4081290,4081113,354
123,Chr3,7069040,7083390,7076215,14350
123,Chr3,20144068,20144380,20144224,312
123,Chr4,10792229,10792457,10792343,228
123,Chr4,12257497,12257517,12257507,20
123,Chr4,13441898,13442574,13442236,676
