chr	window	cumwindow	cov
Chr2	17800001	48227672	0.01647276046
Chr2	17900001	48327672	0.01686983356
Chr2	18000001	48427672	0.01710339989
Chr2	18100001	48527672	0.01890562097
Chr2	18200001	48627672	0.017505272
Chr2	18300001	48727672	0.0142020814
Chr2	18400001	48827672	0.01585727148
Chr2	18500001	48927672	0.02057306784
Chr2	18600001	49027672	0.02761233794
Chr2	18700001	49127672	0.0231134088
Chr2	18800001	49227672	0.02156097358
Chr2	18900001	49327672	0.02461869954
Chr2	19000001	49427672	0.01315770241
Chr2	19100001	49527672	0.0195092757
Chr2	19200001	49627672	0.01621287456
Chr2	19300001	49727672	0.01635892955
Chr2	19400001	49827672	0.01850345163
Chr2	19500001	49927672	0.01358225861
Chr2	19600001	50027672	0.01358225861
Chr3	1	50125961	0.02425242273
Chr3	100001	50225961	0.03365758249
Chr3	200001	50325961	0.01790618928
Chr3	300001	50425961	0.01609651471
Chr3	400001	50525961	0.03422288051
Chr3	500001	50625961	0.02632841284
Chr3	600001	50725961	0.01827178205
Chr3	700001	50825961	0.02214207003
Chr3	800001	50925961	0.02185410029
Chr3	900001	51025961	0.01840291539
Chr3	1000001	51125961	0.01650826571
Chr3	1100001	51225961	0.02928001486
Chr3	1200001	51325961	0.03273806136
Chr3	1300001	51425961	0.02152722312
Chr3	1400001	51525961	0.01803747054
Chr3	1500001	51625961	0.03791656105
Chr3	1600001	51725961	0.02695505018
Chr3	1700001	51825961	0.01561166527
Chr3	1800001	51925961	0.01842568292
Chr3	1900001	52025961	0.04260749762
Chr3	2000001	52125961	0.02333601099
Chr3	2100001	52225961	0.02426874767
Chr3	2200001	52325961	0.03293170887
Chr3	2300001	52425961	0.01615203405
Chr3	2400001	52525961	0.0225944973
Chr3	2500001	52625961	0.01751304717
Chr3	2600001	52725961	0.02606847165
Chr3	2700001	52825961	0.02415642198
Chr3	2800001	52925961	0.0230642653
Chr3	2900001	53025961	0.02272158442
Chr3	3000001	53125961	0.01788279402
Chr3	3100001	53225961	0.01836268235
Chr3	3200001	53325961	0.02449435526
Chr3	3300001	53425961	0.0160538286
Chr3	3400001	53525961	0.02923070308
Chr3	3500001	53625961	0.01478049904
Chr3	3600001	53725961	0.01832631811
Chr3	3700001	53825961	0.02472224986
Chr3	3800001	53925961	0.03724649009
Chr3	3900001	54025961	0.02405534957
Chr3	4000001	54125961	0.01985481624
Chr3	4100001	54225961	0.02173532296
Chr3	4200001	54325961	0.04530834671
Chr3	4300001	54425961	0.0206997639
Chr3	4400001	54525961	0.02878425683
Chr3	4500001	54625961	0.02018058892
Chr3	4600001	54725961	0.02448738345
Chr3	4700001	54825961	0.02387153118
Chr3	4800001	54925961	0.01555311414
Chr3	4900001	55025961	0.03782700938
Chr3	5000001	55125961	0.01625426583
Chr3	5100001	55225961	0.03180216585
Chr3	5200001	55325961	0.0323476945
Chr3	5300001	55425961	0.02012055549
Chr3	5400001	55525961	0.0193290614
Chr3	5500001	55625961	0.01748559258
Chr3	5600001	55725961	0.02473553646
Chr3	5700001	55825961	0.03430043432
Chr3	5800001	55925961	0.02372095609
Chr3	5900001	56025961	0.02986360197
Chr3	6000001	56125961	0.02371205704
Chr3	6100001	56225961	0.02566441585
Chr3	6200001	56325961	0.02591247924
Chr3	6300001	56425961	0.02491153599
Chr3	6400001	56525961	0.02051202212
Chr3	6500001	56625961	0.01757699904
Chr3	6600001	56725961	0.02255398011
Chr3	6700001	56825961	0.02146388175
Chr3	6800001	56925961	0.02779558968
Chr3	6900001	57025961	0.0332390555
Chr3	7000001	57125961	0.02399760457
Chr3	7100001	57225961	0.02059816875
Chr3	7200001	57325961	0.04087815147
Chr3	7300001	57425961	0.02226678626
Chr3	7400001	57525961	0.02275321794
Chr3	7500001	57625961	0.0240648533
Chr3	7600001	57725961	0.02161017903
Chr3	7700001	57825961	0.02315544469
Chr3	7800001	57925961	0.05407311942
Chr3	7900001	58025961	0.03513767831
Chr3	8000001	58125961	0.02912289551
Chr3	8100001	58225961	0.03567677643
Chr3	8200001	58325961	0.03485378823
Chr3	8300001	58425961	0.03239580365
Chr3	8400001	58525961	0.0310336252
Chr3	8500001	58625961	0.04427660844
Chr3	8600001	58725961	0.02710816497
Chr3	8700001	58825961	0.02764964976
Chr3	8800001	58925961	0.07885609688
Chr3	8900001	59025961	0.03572477176
Chr3	9000001	59125961	0.04229523389
Chr3	9100001	59225961	0.02855330873
Chr3	9200001	59325961	0.04681474603
Chr3	9300001	59425961	0.05754119022
Chr3	9400001	59525961	0.02733270821
Chr3	9500001	59625961	0.02573502743
Chr3	9600001	59725961	0.08290823135
Chr3	9700001	59825961	0.05859365965
Chr3	9800001	59925961	0.03748848214
Chr3	9900001	60025961	0.03538891014
Chr3	10000001	60125961	0.04082719331
Chr3	10100001	60225961	0.05032742697
Chr3	10200001	60325961	0.0504493031
Chr3	10300001	60425961	0.05123218069
Chr3	10400001	60525961	0.08333401354
Chr3	10500001	60625961	0.06094683229
Chr3	10600001	60725961	0.04911820792
Chr3	10700001	60825961	0.05238169638
Chr3	10800001	60925961	0.08852869568
Chr3	10900001	61025961	0.1129312594
Chr3	11000001	61125961	0.1241799575
Chr3	11100001	61225961	0.1254185415
Chr3	11200001	61325961	0.0745744132
Chr3	11300001	61425961	0.1799770167
Chr3	11400001	61525961	0.1924930814
Chr3	11500001	61625961	0.1941533647
Chr3	11600001	61725961	0.1604030495
Chr3	11700001	61825961	0.1379016114
Chr3	11800001	61925961	0.1637240377
Chr3	11900001	62025961	0.1316051033
Chr3	12000001	62125961	0.2442044806
Chr3	12100001	62225961	0.2142268854
Chr3	12200001	62325961	0.2455090805
Chr3	12300001	62425961	0.1808573166
Chr3	12400001	62525961	0.2469169301
Chr3	12500001	62625961	0.2130577893
Chr3	12600001	62725961	0.1926861822
Chr3	12700001	62825961	0.1880659406
Chr3	12800001	62925961	0.2171840009
Chr3	12900001	63025961	0.2230460307
Chr3	13000001	63125961	0.186574688
Chr3	13100001	63225961	0.2284198068
Chr3	13200001	63325961	0.2069863234
Chr3	13300001	63425961	0.2092519437
Chr3	13400001	63525961	0.2237363027
Chr3	13500001	63625961	0.206513621
Chr3	13600001	63725961	0.2561184956
Chr3	13700001	63825961	0.2417938177
Chr3	13800001	63925961	0.255383487
Chr3	13900001	64025961	0.2242864342
Chr3	14000001	64125961	0.2068106811
Chr3	14100001	64225961	0.2407962772
Chr3	14200001	64325961	0.2337276505
Chr3	14300001	64425961	0.182418946
Chr3	14400001	64525961	0.2117389974
Chr3	14500001	64625961	0.2172203505
Chr3	14600001	64725961	0.1874095817
Chr3	14700001	64825961	0.2099671498
Chr3	14800001	64925961	0.2451997404
Chr3	14900001	65025961	0.1816384119
Chr3	15000001	65125961	0.2088732546
Chr3	15100001	65225961	0.2094257911
Chr3	15200001	65325961	0.1728912489
Chr3	15300001	65425961	0.1993234642
Chr3	15400001	65525961	0.1786920326
Chr3	15500001	65625961	0.190111876
Chr3	15600001	65725961	0.1324903639
Chr3	15700001	65825961	0.1427381788
Chr3	15800001	65925961	0.1342660879
Chr3	15900001	66025961	0.1091021491
Chr3	16000001	66125961	0.06025658143
Chr3	16100001	66225961	0.1063497159
Chr3	16200001	66325961	0.06876250396
Chr3	16300001	66425961	0.0751489501
Chr3	16400001	66525961	0.05275043523
Chr3	16500001	66625961	0.09626054982
Chr3	16600001	66725961	0.1066575746
Chr3	16700001	66825961	0.04184649473
Chr3	16800001	66925961	0.06869195214
Chr3	16900001	67025961	0.05471916056
Chr3	17000001	67125961	0.05421909969
Chr3	17100001	67225961	0.06491563026
Chr3	17200001	67325961	0.04163508431
Chr3	17300001	67425961	0.05814892988
Chr3	17400001	67525961	0.08126139167
Chr3	17500001	67625961	0.02797267393
Chr3	17600001	67725961	0.04038382264
Chr3	17700001	67825961	0.03677776319
Chr3	17800001	67925961	0.03205910331
Chr3	17900001	68025961	0.04721468254
Chr3	18000001	68125961	0.03528317701
Chr3	18100001	68225961	0.0404030389
Chr3	18200001	68325961	0.02412707659
Chr3	18300001	68425961	0.03178660736
Chr3	18400001	68525961	0.02550713163
Chr3	18500001	68625961	0.02776683192
Chr3	18600001	68725961	0.03628029725
Chr3	18700001	68825961	0.05864976228
Chr3	18800001	68925961	0.03138392398
Chr3	18900001	69025961	0.02769151253
Chr3	19000001	69125961	0.01846723258
Chr3	19100001	69225961	0.02715543275
Chr3	19200001	69325961	0.01562642304
Chr3	19300001	69425961	0.02405679979
Chr3	19400001	69525961	0.01833762632
Chr3	19500001	69625961	0.02232348599
Chr3	19600001	69725961	0.02490162705
Chr3	19700001	69825961	0.02742385329
Chr3	19800001	69925961	0.01278654851
