chr	window	cumwindow	cov
Chr1	15400001	15400001	0.2437853127
Chr1	15500001	15500001	0.2368401348
Chr1	15600001	15600001	0.2033260966
Chr1	15700001	15700001	0.1976527029
Chr1	15800001	15800001	0.2013151464
Chr1	15900001	15900001	0.1490021053
Chr1	16000001	16000001	0.1891780839
Chr1	16100001	16100001	0.1401775678
Chr1	16200001	16200001	0.1564984523
Chr1	16300001	16300001	0.2270669156
Chr1	16400001	16400001	0.115714107
Chr1	16500001	16500001	0.1829736481
Chr1	16600001	16600001	0.195005764
Chr1	16700001	16700001	0.1312264605
Chr1	16800001	16800001	0.09303010772
Chr1	16900001	16900001	0.1097995287
Chr1	17000001	17000001	0.1187690842
Chr1	17100001	17100001	0.06564597163
Chr1	17200001	17200001	0.1026293566
Chr1	17300001	17300001	0.07166792337
Chr1	17400001	17400001	0.0618175948
Chr1	17500001	17500001	0.1104321522
Chr1	17600001	17600001	0.1202021931
Chr1	17700001	17700001	0.04549366404
Chr1	17800001	17800001	0.05092260955
Chr1	17900001	17900001	0.03433311657
Chr1	18000001	18000001	0.06331206224
Chr1	18100001	18100001	0.06526565357
Chr1	18200001	18200001	0.03365509792
Chr1	18300001	18300001	0.04687397639
Chr1	18400001	18400001	0.02565790561
Chr1	18500001	18500001	0.04569813358
Chr1	18600001	18600001	0.04123354986
Chr1	18700001	18700001	0.03788345917
Chr1	18800001	18800001	0.05969318682
Chr1	18900001	18900001	0.07300153697
Chr1	19000001	19000001	0.0310697193
Chr1	19100001	19100001	0.03548096495
Chr1	19200001	19200001	0.02739476863
Chr1	19300001	19300001	0.09774363706
Chr1	19400001	19400001	0.03029182909
Chr1	19500001	19500001	0.04398104733
Chr1	19600001	19600001	0.04083915503
Chr1	19700001	19700001	0.06296729393
Chr1	19800001	19800001	0.03028573742
Chr1	19900001	19900001	0.03172794393
Chr1	20000001	20000001	0.03744341191
Chr1	20100001	20100001	0.02338399923
Chr1	20200001	20200001	0.02646072607
Chr1	20300001	20300001	0.07152458863
Chr1	20400001	20400001	0.04423413958
Chr1	20500001	20500001	0.03256726362
Chr1	20600001	20600001	0.04359620367
Chr1	20700001	20700001	0.03588003128
Chr1	20800001	20800001	0.03558838531
Chr1	20900001	20900001	0.03600243079
Chr1	21000001	21000001	0.03338825405
Chr1	21100001	21100001	0.03553940477
Chr1	21200001	21200001	0.06013951795
Chr1	21300001	21300001	0.05695786901
Chr1	21400001	21400001	0.06371747367
Chr1	21500001	21500001	0.04619449504
Chr1	21600001	21600001	0.04206018255
Chr1	21700001	21700001	0.09259198502
Chr1	21800001	21800001	0.04407377903
Chr1	21900001	21900001	0.02749877164
Chr1	22000001	22000001	0.0337223426
Chr1	22100001	22100001	0.06523138389
Chr1	22200001	22200001	0.02834285326
Chr1	22300001	22300001	0.02192458106
Chr1	22400001	22400001	0.0328829592
Chr1	22500001	22500001	0.02926362803
Chr1	22600001	22600001	0.04652486393
Chr1	22700001	22700001	0.02675972659
Chr1	22800001	22800001	0.03757962528
Chr1	22900001	22900001	0.02478564184
Chr1	23000001	23000001	0.02504098471
Chr1	23100001	23100001	0.04196277982
Chr1	23200001	23200001	0.04396175651
Chr1	23300001	23300001	0.03064244778
Chr1	23400001	23400001	0.02609500458
Chr1	23500001	23500001	0.03525825821
Chr1	23600001	23600001	0.02822142182
Chr1	23700001	23700001	0.01698126618
Chr1	23800001	23800001	0.02604014758
Chr1	23900001	23900001	0.04820497306
Chr1	24000001	24000001	0.03096091026
Chr1	24100001	24100001	0.02737278211
Chr1	24200001	24200001	0.03215096436
Chr1	24300001	24300001	0.03886424145
Chr1	24400001	24400001	0.03010064043
Chr1	24500001	24500001	0.02291047571
Chr1	24600001	24600001	0.02388403504
Chr1	24700001	24700001	0.03345696484
Chr1	24800001	24800001	0.02834902947
Chr1	24900001	24900001	0.01907987411
Chr1	25000001	25000001	0.04091151894
Chr1	25100001	25100001	0.04591011952
Chr1	25200001	25200001	0.02447367325
Chr1	25300001	25300001	0.02487117578
Chr1	25400001	25400001	0.02881990242
Chr1	25500001	25500001	0.02050979046
Chr1	25600001	25600001	0.03389186363
Chr1	25700001	25700001	0.02158344294
Chr1	25800001	25800001	0.01501909175
Chr1	25900001	25900001	0.02671248952
Chr1	26000001	26000001	0.02287557036
Chr1	26100001	26100001	0.01919143318
Chr1	26200001	26200001	0.01262479883
Chr1	26300001	26300001	0.0467709243
Chr1	26400001	26400001	0.02218043448
Chr1	26500001	26500001	0.01534650265
Chr1	26600001	26600001	0.01954246576
Chr1	26700001	26700001	0.02502170063
Chr1	26800001	26800001	0.02702034532
Chr1	26900001	26900001	0.01889066769
Chr1	27000001	27000001	0.02240444399
Chr1	27100001	27100001	0.01498256977
Chr1	27200001	27200001	0.02153559595
Chr1	27300001	27300001	0.01899792218
Chr1	27400001	27400001	0.02140996904
Chr1	27500001	27500001	0.01948343071
Chr1	27600001	27600001	0.02434940338
Chr1	27700001	27700001	0.01457567113
Chr1	27800001	27800001	0.02677004622
Chr1	27900001	27900001	0.02307339401
Chr1	28000001	28000001	0.02185737567
Chr1	28100001	28100001	0.02099197742
Chr1	28200001	28200001	0.01449054112
Chr1	28300001	28300001	0.01734354139
Chr1	28400001	28400001	0.01434816505
Chr1	28500001	28500001	0.02101825196
Chr1	28600001	28600001	0.01571463968
Chr1	28700001	28700001	0.02214318224
Chr1	28800001	28800001	0.02131239514
Chr1	28900001	28900001	0.02213709472
Chr1	29000001	29000001	0.02789881343
Chr1	29100001	29100001	0.02365910927
Chr1	29200001	29200001	0.01757234376
Chr1	29300001	29300001	0.02275089403
Chr1	29400001	29400001	0.03357991789
Chr1	29500001	29500001	0.01748192076
Chr1	29600001	29600001	0.02211488763
Chr1	29700001	29700001	0.03033167178
Chr1	29800001	29800001	0.02315530413
Chr1	29900001	29900001	0.02645995616
Chr1	30000001	30000001	0.02520042932
Chr1	30100001	30100001	0.01967762423
Chr1	30200001	30200001	0.02825222009
Chr1	30300001	30300001	0.0123210342
Chr1	30400001	30400001	0.0123210342
Chr2	1	30427672	0.1881850813
Chr2	100001	30527672	0.03350301219
Chr2	200001	30627672	0.05319418893
Chr2	300001	30727672	0.06679625396
Chr2	400001	30827672	0.03654996363
Chr2	500001	30927672	0.08866183149
Chr2	600001	31027672	0.04808749127
Chr2	700001	31127672	0.04929327103
Chr2	800001	31227672	0.05760414596
Chr2	900001	31327672	0.07624482522
Chr2	1000001	31427672	0.04988407011
Chr2	1100001	31527672	0.05173154983
Chr2	1200001	31627672	0.1323051974
Chr2	1300001	31727672	0.09463768992
Chr2	1400001	31827672	0.09053045814
Chr2	1500001	31927672	0.08651141185
Chr2	1600001	32027672	0.1255291867
Chr2	1700001	32127672	0.1425031743
Chr2	1800001	32227672	0.1383577724
Chr2	1900001	32327672	0.104863684
Chr2	2000001	32427672	0.17435916
Chr2	2100001	32527672	0.1610294276
Chr2	2200001	32627672	0.1491270305
Chr2	2300001	32727672	0.1247553194
Chr2	2400001	32827672	0.2086751888
Chr2	2500001	32927672	0.2025695194
Chr2	2600001	33027672	0.199095567
Chr2	2700001	33127672	0.1885957492
Chr2	2800001	33227672	0.1597024094
Chr2	2900001	33327672	0.1258108624
Chr2	3000001	33427672	0.1855454661
Chr2	3100001	33527672	0.1563841383
Chr2	3200001	33627672	0.1527224857
Chr2	3300001	33727672	0.06694804692
Chr2	3400001	33827672	0.078586413
Chr2	3500001	33927672	0.1701123893
Chr2	3600001	34027672	0.1532144043
Chr2	3700001	34127672	0.1984516528
Chr2	3800001	34227672	0.199228765
Chr2	3900001	34327672	0.1992664296
Chr2	4000001	34427672	0.1722549364
Chr2	4100001	34527672	0.2000734526
Chr2	4200001	34627672	0.1856000802
Chr2	4300001	34727672	0.1653264175
Chr2	4400001	34827672	0.1731134207
Chr2	4500001	34927672	0.1873165813
Chr2	4600001	35027672	0.1668651928
Chr2	4700001	35127672	0.1752078506
Chr2	4800001	35227672	0.1921937152
Chr2	4900001	35327672	0.2243399373
Chr2	5000001	35427672	0.1827790546
Chr2	5100001	35527672	0.1874105247
Chr2	5200001	35627672	0.2321429187
Chr2	5300001	35727672	0.2375658851
Chr2	5400001	35827672	0.1727787247
Chr2	5500001	35927672	0.190026285
Chr2	5600001	36027672	0.1239373623
Chr2	5700001	36127672	0.1514570806
Chr2	5800001	36227672	0.1910889444
Chr2	5900001	36327672	0.1539224531
Chr2	6000001	36427672	0.1401934541
Chr2	6100001	36527672	0.1727445286
Chr2	6200001	36627672	0.1468415464
Chr2	6300001	36727672	0.1298080183
Chr2	6400001	36827672	0.152074923
Chr2	6500001	36927672	0.1594891074
Chr2	6600001	37027672	0.0840996713
Chr2	6700001	37127672	0.1782427336
Chr2	6800001	37227672	0.102420383
Chr2	6900001	37327672	0.1451668209
Chr2	7000001	37427672	0.08708277006
Chr2	7100001	37527672	0.100637297
Chr2	7200001	37627672	0.1067612463
Chr2	7300001	37727672	0.04224594133
Chr2	7400001	37827672	0.05319956839
Chr2	7500001	37927672	0.04165014056
Chr2	7600001	38027672	0.0431318726
Chr2	7700001	38127672	0.04923241595
Chr2	7800001	38227672	0.03368884446
Chr2	7900001	38327672	0.03680264357
Chr2	8000001	38427672	0.04836478214
Chr2	8100001	38527672	0.04159910728
Chr2	8200001	38627672	0.05090151612
Chr2	8300001	38727672	0.04846413063
Chr2	8400001	38827672	0.03581090119
Chr2	8500001	38927672	0.05987665274
Chr2	8600001	39027672	0.03840364055
Chr2	8700001	39127672	0.03642614507
Chr2	8800001	39227672	0.04923156213
Chr2	8900001	39327672	0.04304639882
Chr2	9000001	39427672	0.03824129504
Chr2	9100001	39527672	0.06952953586
Chr2	9200001	39627672	0.02340877271
Chr2	9300001	39727672	0.0402206423
Chr2	9400001	39827672	0.05152537377
Chr2	9500001	39927672	0.03506712153
Chr2	9600001	40027672	0.04583484465
Chr2	9700001	40127672	0.02345982867
Chr2	9800001	40227672	0.02948691595
Chr2	9900001	40327672	0.0327943705
Chr2	10000001	40427672	0.08171013681
Chr2	10100001	40527672	0.02761683593
Chr2	10200001	40627672	0.03187194008
Chr2	10300001	40727672	0.03818277251
Chr2	10400001	40827672	0.0418541455
Chr2	10500001	40927672	0.07192838563
Chr2	10600001	41027672	0.08213399201
Chr2	10700001	41127672	0.02780985144
Chr2	10800001	41227672	0.02868567053
Chr2	10900001	41327672	0.03683876248
Chr2	11000001	41427672	0.02807765789
Chr2	11100001	41527672	0.03739373458
Chr2	11200001	41627672	0.02854024727
Chr2	11300001	41727672	0.03771115425
Chr2	11400001	41827672	0.04128330598
Chr2	11500001	41927672	0.0295790561
Chr2	11600001	42027672	0.03341306278
Chr2	11700001	42127672	0.03117692805
Chr2	11800001	42227672	0.02003060866
Chr2	11900001	42327672	0.02869837346
Chr2	12000001	42427672	0.0330220201
Chr2	12100001	42527672	0.02695918408
Chr2	12200001	42627672	0.02360455555
Chr2	12300001	42727672	0.0203619406
Chr2	12400001	42827672	0.04280332461
Chr2	12500001	42927672	0.03324658633
Chr2	12600001	43027672	0.02219845187
Chr2	12700001	43127672	0.0303499465
Chr2	12800001	43227672	0.0347031873
Chr2	12900001	43327672	0.01492634336
Chr2	13000001	43427672	0.0286793767
Chr2	13100001	43527672	0.02326998438
Chr2	13200001	43627672	0.0393807631
Chr2	13300001	43727672	0.03028940887
Chr2	13400001	43827672	0.02912430883
Chr2	13500001	43927672	0.03062262035
Chr2	13600001	44027672	0.0284892306
Chr2	13700001	44127672	0.02284476182
Chr2	13800001	44227672	0.02026898311
Chr2	13900001	44327672	0.02462536366
Chr2	14000001	44427672	0.02294547843
Chr2	14100001	44527672	0.01803686934
Chr2	14200001	44627672	0.01691844395
Chr2	14300001	44727672	0.02170752044
Chr2	14400001	44827672	0.04997664455
Chr2	14500001	44927672	0.02763399101
Chr2	14600001	45027672	0.02541086931
Chr2	14700001	45127672	0.02378306283
Chr2	14800001	45227672	0.03322878092
Chr2	14900001	45327672	0.02584682872
Chr2	15000001	45427672	0.01723092059
Chr2	15100001	45527672	0.01838909927
Chr2	15200001	45627672	0.01950225389
Chr2	15300001	45727672	0.02056185534
Chr2	15400001	45827672	0.02613879071
Chr2	15500001	45927672	0.0307884181
Chr2	15600001	46027672	0.01660039539
Chr2	15700001	46127672	0.01504009491
Chr2	15800001	46227672	0.02141425674
Chr2	15900001	46327672	0.01461060376
Chr2	16000001	46427672	0.03583580314
Chr2	16100001	46527672	0.01941451446
Chr2	16200001	46627672	0.02040145596
Chr2	16300001	46727672	0.02698685764
Chr2	16400001	46827672	0.01855719951
Chr2	16500001	46927672	0.02057597689
Chr2	16600001	47027672	0.02304035305
Chr2	16700001	47127672	0.01391941077
Chr2	16800001	47227672	0.02043736835
Chr2	16900001	47327672	0.02212718082
Chr2	17000001	47427672	0.02278022084
Chr2	17100001	47527672	0.01967836807
Chr2	17200001	47627672	0.02100132943
Chr2	17300001	47727672	0.04727923725
Chr2	17400001	47827672	0.03046158708
Chr2	17500001	47927672	0.02000061161
Chr2	17600001	48027672	0.0152403533
Chr2	17700001	48127672	0.01572681682
Chr2	17800001	48227672	0.01612027946
Chr2	17900001	48327672	0.0166617648
Chr2	18000001	48427672	0.01731884095
Chr2	18100001	48527672	0.01963358408
Chr2	18200001	48627672	0.01749731552
Chr2	18300001	48727672	0.01418088372
Chr2	18400001	48827672	0.01621994819
Chr2	18500001	48927672	0.02005496946
Chr2	18600001	49027672	0.02826972336
Chr2	18700001	49127672	0.02336056628
Chr2	18800001	49227672	0.02101849302
Chr2	18900001	49327672	0.02500814909
Chr2	19000001	49427672	0.0128427245
Chr2	19100001	49527672	0.0204656809
Chr2	19200001	49627672	0.01700768051
Chr2	19300001	49727672	0.01583999571
Chr2	19400001	49827672	0.01896636059
Chr2	19500001	49927672	0.01479078353
Chr2	19600001	50027672	0.01479078353
Chr3	1	50125961	0.02353492529
Chr3	100001	50225961	0.03325201306
Chr3	200001	50325961	0.01817654819
Chr3	300001	50425961	0.01551202727
Chr3	400001	50525961	0.0334600652
Chr3	500001	50625961	0.02613227975
Chr3	600001	50725961	0.01742903257
Chr3	700001	50825961	0.02268825718
Chr3	800001	50925961	0.02000456562
Chr3	900001	51025961	0.01766742199
Chr3	1000001	51125961	0.01616372554
Chr3	1100001	51225961	0.02890805939
Chr3	1200001	51325961	0.03116512956
Chr3	1300001	51425961	0.02222769025
Chr3	1400001	51525961	0.0174008696
Chr3	1500001	51625961	0.03762284754
Chr3	1600001	51725961	0.02646074511
Chr3	1700001	51825961	0.01557948087
Chr3	1800001	51925961	0.01778420063
Chr3	1900001	52025961	0.04343921401
Chr3	2000001	52125961	0.02251487693
Chr3	2100001	52225961	0.02657396715
Chr3	2200001	52325961	0.03311784071
Chr3	2300001	52425961	0.01665568765
Chr3	2400001	52525961	0.02244902311
Chr3	2500001	52625961	0.01768462399
Chr3	2600001	52725961	0.02644016467
Chr3	2700001	52825961	0.02443092701
Chr3	2800001	52925961	0.02384404398
Chr3	2900001	53025961	0.02296670589
Chr3	3000001	53125961	0.01764683396
Chr3	3100001	53225961	0.01890796123
Chr3	3200001	53325961	0.02392627877
Chr3	3300001	53425961	0.01674356693
Chr3	3400001	53525961	0.03007040191
Chr3	3500001	53625961	0.0145502469
Chr3	3600001	53725961	0.01809503195
Chr3	3700001	53825961	0.02534392682
Chr3	3800001	53925961	0.03802376741
Chr3	3900001	54025961	0.02341733579
Chr3	4000001	54125961	0.0206224225
Chr3	4100001	54225961	0.02183554957
Chr3	4200001	54325961	0.0428386018
Chr3	4300001	54425961	0.02134087004
Chr3	4400001	54525961	0.0295189572
Chr3	4500001	54625961	0.02161960109
Chr3	4600001	54725961	0.02435511466
Chr3	4700001	54825961	0.02544491114
Chr3	4800001	54925961	0.01579929904
Chr3	4900001	55025961	0.03866346364
Chr3	5000001	55125961	0.01625633438
Chr3	5100001	55225961	0.03296194485
Chr3	5200001	55325961	0.03324847209
Chr3	5300001	55425961	0.02032065154
Chr3	5400001	55525961	0.01938013759
Chr3	5500001	55625961	0.01775180511
Chr3	5600001	55725961	0.02590564622
Chr3	5700001	55825961	0.03612539073
Chr3	5800001	55925961	0.02340476001
Chr3	5900001	56025961	0.02933149763
Chr3	6000001	56125961	0.02476695213
Chr3	6100001	56225961	0.02573811997
Chr3	6200001	56325961	0.02632245093
Chr3	6300001	56425961	0.02305946992
Chr3	6400001	56525961	0.02146708922
Chr3	6500001	56625961	0.01869689321
Chr3	6600001	56725961	0.02227969754
Chr3	6700001	56825961	0.02344699767
Chr3	6800001	56925961	0.02782817914
Chr3	6900001	57025961	0.03410192291
Chr3	7000001	57125961	0.0234714005
Chr3	7100001	57225961	0.02017498043
Chr3	7200001	57325961	0.04090497748
Chr3	7300001	57425961	0.02252233689
Chr3	7400001	57525961	0.02155910153
Chr3	7500001	57625961	0.02388376186
Chr3	7600001	57725961	0.02256203127
Chr3	7700001	57825961	0.02404525348
Chr3	7800001	57925961	0.05324325197
Chr3	7900001	58025961	0.03485785485
Chr3	8000001	58125961	0.02706478517
Chr3	8100001	58225961	0.03549416502
Chr3	8200001	58325961	0.03582904081
Chr3	8300001	58425961	0.03237902282
Chr3	8400001	58525961	0.03035636274
Chr3	8500001	58625961	0.04179691362
Chr3	8600001	58725961	0.02748392593
Chr3	8700001	58825961	0.02595601027
Chr3	8800001	58925961	0.08258453315
Chr3	8900001	59025961	0.03326843426
Chr3	9000001	59125961	0.04133719971
Chr3	9100001	59225961	0.02747920034
Chr3	9200001	59325961	0.04791951416
Chr3	9300001	59425961	0.05699501273
Chr3	9400001	59525961	0.02807592759
Chr3	9500001	59625961	0.02482205756
Chr3	9600001	59725961	0.08525509637
Chr3	9700001	59825961	0.05885082811
Chr3	9800001	59925961	0.03909575191
Chr3	9900001	60025961	0.03824525283
Chr3	10000001	60125961	0.04266861819
Chr3	10100001	60225961	0.0557616792
Chr3	10200001	60325961	0.05306261808
Chr3	10300001	60425961	0.05331761985
Chr3	10400001	60525961	0.08931308852
Chr3	10500001	60625961	0.06520828954
Chr3	10600001	60725961	0.05058895894
Chr3	10700001	60825961	0.05393739307
Chr3	10800001	60925961	0.09121700948
Chr3	10900001	61025961	0.1174328946
Chr3	11000001	61125961	0.1338019266
Chr3	11100001	61225961	0.1309977727
Chr3	11200001	61325961	0.07617765261
Chr3	11300001	61425961	0.1760432284
Chr3	11400001	61525961	0.1877027817
Chr3	11500001	61625961	0.1825535047
Chr3	11600001	61725961	0.1545348198
Chr3	11700001	61825961	0.1370385464
Chr3	11800001	61925961	0.1538152642
Chr3	11900001	62025961	0.1293465563
Chr3	12000001	62125961	0.2256244363
Chr3	12100001	62225961	0.198565159
Chr3	12200001	62325961	0.2240350812
Chr3	12300001	62425961	0.1638084363
Chr3	12400001	62525961	0.2339085793
Chr3	12500001	62625961	0.1977705545
Chr3	12600001	62725961	0.1811758596
Chr3	12700001	62825961	0.1680848698
Chr3	12800001	62925961	0.2026446119
Chr3	12900001	63025961	0.2115193531
Chr3	13000001	63125961	0.1716106412
Chr3	13100001	63225961	0.2141269868
Chr3	13200001	63325961	0.1918646687
Chr3	13300001	63425961	0.1927864276
Chr3	13400001	63525961	0.2107706959
Chr3	13500001	63625961	0.1887610509
Chr3	13600001	63725961	0.237063901
Chr3	13700001	63825961	0.2322995399
Chr3	13800001	63925961	0.2441086596
Chr3	13900001	64025961	0.2067482904
Chr3	14000001	64125961	0.1927896198
Chr3	14100001	64225961	0.2319210339
Chr3	14200001	64325961	0.2304081125
Chr3	14300001	64425961	0.1647297527
Chr3	14400001	64525961	0.193417131
Chr3	14500001	64625961	0.1970072464
Chr3	14600001	64725961	0.1707479669
Chr3	14700001	64825961	0.2009017498
Chr3	14800001	64925961	0.233692223
Chr3	14900001	65025961	0.1674317963
Chr3	15000001	65125961	0.1991172314
Chr3	15100001	65225961	0.1979260789
Chr3	15200001	65325961	0.1734941286
Chr3	15300001	65425961	0.1901035619
Chr3	15400001	65525961	0.1710707534
Chr3	15500001	65625961	0.1879564817
Chr3	15600001	65725961	0.1344083711
Chr3	15700001	65825961	0.1406494887
Chr3	15800001	65925961	0.1392476903
Chr3	15900001	66025961	0.1111674155
Chr3	16000001	66125961	0.0649579751
Chr3	16100001	66225961	0.11047158
Chr3	16200001	66325961	0.06855137382
Chr3	16300001	66425961	0.08203552077
Chr3	16400001	66525961	0.05668555719
Chr3	16500001	66625961	0.09981345037
Chr3	16600001	66725961	0.1076702139
Chr3	16700001	66825961	0.0403072133
Chr3	16800001	66925961	0.07118693495
Chr3	16900001	67025961	0.05760056821
Chr3	17000001	67125961	0.05832081483
Chr3	17100001	67225961	0.06607333942
Chr3	17200001	67325961	0.04467428068
Chr3	17300001	67425961	0.06416748851
Chr3	17400001	67525961	0.08486457091
Chr3	17500001	67625961	0.0271313081
Chr3	17600001	67725961	0.04099558558
Chr3	17700001	67825961	0.03874191307
Chr3	17800001	67925961	0.03065157984
Chr3	17900001	68025961	0.04724267245
Chr3	18000001	68125961	0.03915236477
Chr3	18100001	68225961	0.04110199644
Chr3	18200001	68325961	0.02573499009
Chr3	18300001	68425961	0.03211961986
Chr3	18400001	68525961	0.02575229272
Chr3	18500001	68625961	0.02944662774
Chr3	18600001	68725961	0.03931703731
Chr3	18700001	68825961	0.06217590698
Chr3	18800001	68925961	0.0326482124
Chr3	18900001	69025961	0.02844518498
Chr3	19000001	69125961	0.01822164213
Chr3	19100001	69225961	0.02665832016
Chr3	19200001	69325961	0.01537293072
Chr3	19300001	69425961	0.02549061634
Chr3	19400001	69525961	0.02019313934
Chr3	19500001	69625961	0.0232058957
Chr3	19600001	69725961	0.02480773209
Chr3	19700001	69825961	0.02960673092
Chr3	19800001	69925961	0.01259261349
