lib,chrs,start,stop,cos,width
35,Chr1,2851196,2852039,2851618,843
35,Chr1,10691134,10691800,10691467,666
35,Chr2,11204085,11204743,11204414,658
35,Chr3,8951304,8951535,8951420,231
35,Chr4,5737163,5737587,5737375,424
35,Chr5,7250921,7251036,7250979,115
36,Chr1,24877206,24877256,24877231,50
37,Chr1,24843271,24843579,24843425,308
37,Chr3,15616786,15617966,15617376,1180
38,Chr1,6965992,6966146,6966069,154
38,Chr4,7414823,7415194,7415009,371
38,Chr5,15230753,15231006,15230879,253
39,Chr1,23353671,23354110,23353891,439
39,Chr2,6893755,6894363,6894059,608
39,Chr3,116833,120693,118763,3860
39,Chr3,9307070,9307171,9307120,101
4,Chr1,2982197,2982267,2982232,70
4,Chr1,24535320,24535811,24535566,491
40,Chr1,29361182,29361359,29361270,177
41,Chr1,13813863,13814348,13814105,485
41,Chr2,16561264,16561476,16561370,212
41,Chr4,1177548,1177855,1177702,307
41,Chr5,18380355,18380433,18380394,78
42,Chr1,20043494,20043675,20043584,181
42,Chr5,3559506,3560133,3559820,627
43,Chr1,24324600,24324846,24324723,246
43,Chr2,12790323,12790746,12790535,423
43,Chr3,8110544,8110698,8110621,154
44,Chr1,10973651,10975015,10974333,1364
44,Chr2,6182275,6184003,6183139,1728
44,Chr3,10722278,10722804,10722541,526
44,Chr4,5640254,5640520,5640387,266
44,Chr5,13924157,13924704,13924431,547
45,Chr1,16641851,16642694,16642273,843
45,Chr2,937377,937870,937623,493
45,Chr3,15906941,15907818,15907379,877
46,Chr1,9463438,9463631,9463534,193
46,Chr1,19684305,19685182,19684743,877
46,Chr4,1569954,1570269,1570112,315
46,Chr5,16090527,16091848,16091187,1321
47,Chr2,741950,742401,742176,451
47,Chr3,9806812,9807458,9807135,646
48,Chr1,16920883,16921380,16921131,497
48,Chr4,6959959,6960283,6960121,324
49,Chr1,384704,387224,385964,2520
49,Chr1,17894339,17895180,17894759,841
49,Chr2,10793497,10794804,10794151,1307
49,Chr4,10584756,10585609,10585182,853
49,Chr5,380135,380239,380187,104
49,Chr5,16308284,16308804,16308544,520
49,Chr5,20546893,20547294,20547093,401
49,Chr5,25792753,25794984,25793869,2231
5,Chr1,12181084,12181261,12181172,177
5,Chr4,9300162,9300688,9300425,526
5,Chr5,3243748,3244755,3244252,1007
5,Chr5,10292148,10292522,10292335,374
50,Chr3,18752897,18753349,18753123,452
50,Chr5,18345122,18345284,18345203,162
51,Chr2,1454798,1455827,1455312,1029
51,Chr5,9553127,9553586,9553357,459
52,Chr3,21138374,21138454,21138414,80
52,Chr4,7441461,7441503,7441482,42
53,Chr1,8294161,8294332,8294247,171
53,Chr2,1136489,1136530,1136509,41
53,Chr3,12451417,12451651,12451534,234
53,Chr4,6944484,6944538,6944511,54
53,Chr5,16814676,16816459,16815568,1783
54,Chr1,16921380,16921450,16921415,70
54,Chr2,12002218,12002432,12002325,214
54,Chr5,13880957,13882391,13881674,1434
55,Chr1,23515838,23516448,23516143,610
55,Chr2,12938212,12938902,12938557,690
55,Chr4,5387923,5387982,5387953,59
56,Chr2,2309626,2309628,2309627,2
56,Chr4,9995729,9996262,9995995,533
57,Chr1,17223512,17224110,17223811,598
58,Chr2,6547947,6548042,6547995,95
58,Chr3,9760895,9761448,9761171,553
58,Chr4,14148672,14148814,14148743,142
59,Chr1,17765253,17765308,17765281,55
59,Chr3,7614086,7615338,7614712,1252
60,Chr3,10336470,10336923,10336696,453
61,Chr3,15895988,15896157,15896072,169
61,Chr4,6237148,6237752,6237450,604
61,Chr5,9429863,9431062,9430463,1199
62,Chr1,22258787,22259039,22258913,252
62,Chr2,8425784,8426323,8426054,539
62,Chr4,8419782,8420064,8419923,282
63,Chr5,9789408,9789559,9789484,151
64,Chr3,16203774,16203799,16203786,25
64,Chr5,6791364,6792067,6791716,703
65,Chr1,19682756,19683879,19683318,1123
65,Chr3,16369325,16370019,16369672,694
65,Chr4,7346140,7349163,7347652,3023
65,Chr5,4987260,4988197,4987728,937
65,Chr5,8877618,8879196,8878407,1578
65,Chr5,25436840,25436891,25436866,51
66,Chr1,8546108,8546147,8546128,39
67,Chr1,17068294,17069120,17068707,826
67,Chr2,6711089,6711644,6711367,555
67,Chr5,13771680,13772403,13772042,723
68,Chr1,9191475,9192973,9192224,1498
68,Chr2,12435643,12435768,12435705,125
68,Chr4,4886570,4886781,4886676,211
69,Chr5,5184721,5185423,5185072,702
7,Chr1,11015036,11015100,11015068,64
7,Chr3,10067087,10067675,10067381,588
7,Chr4,11446649,11447296,11446973,647
7,Chr5,19848953,19849153,19849053,200
70,Chr1,11674919,11675359,11675139,440
70,Chr3,8556214,8556971,8556592,757
71,Chr1,8863836,8864516,8864176,680
71,Chr5,10650414,10650648,10650531,234
72,Chr3,15782981,15783790,15783385,809
72,Chr5,13880551,13880565,13880558,14
73,Chr2,258310,258397,258354,87
73,Chr4,5751101,5751438,5751269,337
73,Chr5,8728973,8733909,8731441,4936
74,Chr1,18030416,18030428,18030422,12
74,Chr2,2177366,2181177,2179272,3811
74,Chr4,493587,495681,494634,2094
74,Chr5,17594007,17594112,17594059,105
75,Chr1,23770832,23770856,23770844,24
76,Chr1,11858297,11859371,11858834,1074
76,Chr1,26242337,26242706,26242521,369
76,Chr2,7048660,7048981,7048820,321
76,Chr3,9371903,9372007,9371955,104
76,Chr4,3178,3207,3192,29
76,Chr4,6794605,6794873,6794739,268
76,Chr5,9164064,9164660,9164362,596
77,Chr2,937870,938171,938020,301
77,Chr3,11285215,11285469,11285342,254
77,Chr4,16989432,16989704,16989568,272
77,Chr5,8992438,8993152,8992795,714
78,Chr1,26678254,26678347,26678300,93
78,Chr2,1936300,1936432,1936366,132
78,Chr4,6363826,6364538,6364182,712
79,Chr1,11577165,11577518,11577341,353
8,Chr4,8055197,8055744,8055471,547
80,Chr3,1460781,1460881,1460831,100
80,Chr3,22816569,22816908,22816739,339
80,Chr4,11648234,11648275,11648254,41
80,Chr5,10264141,10264239,10264190,98
81,Chr3,8951535,8952388,8951961,853
81,Chr4,8096240,8096257,8096248,17
81,Chr5,2093160,2093715,2093438,555
81,Chr5,21592602,21593925,21593264,1323
82,Chr1,16891348,16891973,16891660,625
82,Chr3,19003263,19003852,19003557,589
82,Chr4,6544037,6544764,6544401,727
82,Chr5,830147,830333,830240,186
83,Chr2,7627299,7629260,7628279,1961
83,Chr3,11049312,11049337,11049324,25
83,Chr4,11525652,11526204,11525928,552
83,Chr5,6423684,6424418,6424051,734
83,Chr5,21968111,21968498,21968305,387
84,Chr1,6877367,6877938,6877653,571
84,Chr1,24634791,24634999,24634895,208
84,Chr4,5414890,5415304,5415097,414
84,Chr5,15254999,15255448,15255223,449
85,Chr3,9913691,9914036,9913863,345
85,Chr4,1327687,1328270,1327979,583
85,Chr4,15704253,15704384,15704319,131
85,Chr5,9560996,9561194,9561095,198
86,Chr2,2424947,2425567,2425257,620
86,Chr3,15794801,15794898,15794849,97
87,Chr1,27283968,27284355,27284162,387
87,Chr3,16950814,16951352,16951083,538
88,Chr1,8333113,8333121,8333117,8
88,Chr1,26464281,26464938,26464609,657
88,Chr2,12956143,12956220,12956181,77
88,Chr4,10006303,10006334,10006319,31
89,Chr1,4649385,4650334,4649859,949
89,Chr1,21318074,21318193,21318134,119
89,Chr2,9722078,9722243,9722160,165
9,Chr1,10620148,10621738,10620943,1590
9,Chr1,21537144,21537209,21537176,65
9,Chr4,10522130,10522719,10522424,589
90,Chr1,4944035,4946045,4945040,2010
90,Chr4,6492883,6493638,6493261,755
91,Chr4,1047332,1048128,1047730,796
91,Chr5,13467018,13467136,13467077,118
92,Chr1,17286412,17287121,17286766,709
92,Chr2,5511498,5511628,5511563,130
92,Chr3,15939851,15940213,15940032,362
92,Chr4,921209,923265,922237,2056
93,Chr1,11826258,11826350,11826304,92
93,Chr2,2292141,2292277,2292209,136
93,Chr4,5168353,5168555,5168454,202
93,Chr5,15420962,15421092,15421027,130
94,Chr1,23601122,23601228,23601175,106
94,Chr2,937377,937870,937623,493
94,Chr3,7789051,7789380,7789215,329
94,Chr3,17513299,17513335,17513317,36
94,Chr4,14390403,14392300,14391351,1897
95,Chr1,7840312,7841768,7841040,1456
95,Chr5,18927575,18928211,18927893,636
96,Chr1,9315281,9315755,9315518,474
96,Chr2,18532471,18534693,18533582,2222
96,Chr3,10706351,10706369,10706360,18
96,Chr4,91134,91802,91468,668
96,Chr5,16642755,16643015,16642885,260
