lib,chrs,start,stop,cos,width
14,Chr4,5365607,5365831,5365719,224
14,Chr5,8031659,8032290,8031975,631
14,Chr5,13226933,13227155,13227044,222
14,Chr5,18066024,18066749,18066386,725
14,Chr5,23085426,23085510,23085468,84
15,Chr1,9955661,9956555,9956108,894
15,Chr1,20485869,20488311,20487090,2442
15,Chr1,29422171,29422753,29422462,582
15,Chr2,6850622,6852092,6851357,1470
15,Chr3,10772633,10777435,10775034,4802
15,Chr3,23265952,23267425,23266688,1473
15,Chr4,697528,713314,705421,15786
15,Chr4,6821928,6823194,6822561,1266
15,Chr4,11490440,11491597,11491018,1157
15,Chr5,22073660,22074132,22073896,472
16,Chr1,559506,560551,560028,1045
16,Chr2,1868425,1868671,1868548,246
16,Chr2,7995138,7995274,7995206,136
16,Chr2,10795050,10796101,10795576,1051
16,Chr3,3619114,3620055,3619584,941
16,Chr3,9422819,9422995,9422907,176
16,Chr3,21686505,21686670,21686587,165
16,Chr4,5703603,5704374,5703989,771
16,Chr4,7369829,7370740,7370285,911
16,Chr5,497370,497380,497375,10
16,Chr5,6409787,6410180,6409983,393
16,Chr5,9075604,9075992,9075798,388
16,Chr5,26729945,26730223,26730084,278
17,Chr1,7014014,7014367,7014190,353
17,Chr1,16891348,16891973,16891660,625
17,Chr1,19331912,19332438,19332175,526
17,Chr2,487784,487808,487796,24
17,Chr3,4790750,4791052,4790901,302
17,Chr3,10190276,10190449,10190362,173
17,Chr4,6515322,6515553,6515438,231
17,Chr5,9517427,9518089,9517758,662
17,Chr5,18212536,18212702,18212619,166
18,Chr2,7058099,7058538,7058319,439
18,Chr2,17989969,17991797,17990883,1828
18,Chr2,19243068,19243085,19243076,17
18,Chr3,809741,809961,809851,220
18,Chr3,15991816,15994063,15992940,2247
18,Chr4,6964554,6964681,6964618,127
19,Chr1,447293,449560,448427,2267
19,Chr1,18040777,18041608,18041193,831
19,Chr2,2899783,2900750,2900267,967
19,Chr2,9923657,9932841,9928249,9184
19,Chr3,15983327,15983643,15983485,316
19,Chr4,123712,123751,123732,39
19,Chr4,17230031,17231366,17230699,1335
19,Chr5,5274669,5275780,5275225,1111
19,Chr5,8124369,8126021,8125195,1652
19,Chr5,24708241,24708452,24708347,211
20,Chr1,2439590,2441778,2440684,2188
20,Chr1,23286680,23287397,23287038,717
20,Chr2,4806175,4806437,4806306,262
20,Chr3,7751524,7754506,7753015,2982
20,Chr3,10845715,10846116,10845915,401
20,Chr5,7268977,7269165,7269071,188
20,Chr5,8020330,8021317,8020824,987
20,Chr5,22045666,22045727,22045696,61
21,Chr1,16430791,16435132,16432961,4341
21,Chr2,970822,972306,971564,1484
21,Chr2,6669063,6669805,6669434,742
21,Chr2,11564215,11564935,11564575,720
21,Chr3,513127,513273,513200,146
21,Chr3,10355181,10355324,10355253,143
21,Chr3,22368481,22368743,22368612,262
21,Chr4,1197534,1197624,1197579,90
21,Chr5,13880957,13882391,13881674,1434
22,Chr1,3592074,3594178,3593126,2104
22,Chr1,17120805,17121116,17120961,311
22,Chr3,11834812,11834827,11834820,15
22,Chr4,460813,460817,460815,4
22,Chr4,6353990,6354601,6354296,611
22,Chr4,17837703,17840014,17838859,2311
22,Chr5,523592,523944,523768,352
22,Chr5,17842537,17843870,17843203,1333
22,Chr5,21576021,21576929,21576475,908
23,Chr1,2353866,2354165,2354016,299
23,Chr1,13988668,13990289,13989478,1621
23,Chr1,29198915,29199476,29199195,561
23,Chr2,289413,289609,289511,196
23,Chr3,8816401,8816404,8816403,3
23,Chr4,6100626,6102033,6101330,1407
23,Chr5,8042426,8042598,8042512,172
24,Chr1,8146475,8146731,8146603,256
24,Chr1,8393239,8393447,8393343,208
24,Chr1,28233208,28234073,28233640,865
24,Chr2,2901834,2902055,2901944,221
24,Chr2,12332210,12333915,12333062,1705
24,Chr3,1065668,1066606,1066137,938
24,Chr4,17467919,17468311,17468115,392
24,Chr5,4156033,4156264,4156149,231
24,Chr5,26244607,26245196,26244901,589
25,Chr1,1146913,1147537,1147225,624
25,Chr2,7365362,7365632,7365497,270
25,Chr3,17996475,17996545,17996510,70
25,Chr5,26816355,26816922,26816639,567
26,Chr1,11472354,11472629,11472492,275
26,Chr2,8295598,8298150,8296874,2552
26,Chr2,16786973,16788136,16787555,1163
26,Chr3,2573823,2574560,2574191,737
26,Chr4,223865,226062,224963,2197
26,Chr4,6363826,6364538,6364182,712
26,Chr5,22828761,22829025,22828893,264
26,Chr5,26183790,26184240,26184015,450
27,Chr1,4888116,4889097,4888606,981
27,Chr1,12182462,12182726,12182594,264
27,Chr1,29482150,29482276,29482213,126
27,Chr2,19013031,19013900,19013465,869
27,Chr3,15669653,15674945,15672299,5292
27,Chr3,20379241,20380359,20379800,1118
27,Chr4,5145284,5145474,5145379,190
27,Chr5,25919785,25921384,25920585,1599
28,Chr1,26514850,26515034,26514942,184
28,Chr2,10665699,10665764,10665731,65
28,Chr3,16890103,16890436,16890269,333
28,Chr4,8222070,8222655,8222362,585
28,Chr4,17432639,17432701,17432670,62
28,Chr5,764118,764459,764288,341
28,Chr5,8739364,8739898,8739631,534
28,Chr5,18340141,18341022,18340581,881
28,Chr5,22174890,22175344,22175117,454
28,Chr5,26254090,26254698,26254394,608
29,Chr1,1073161,1074092,1073627,931
29,Chr1,23354232,23354349,23354290,117
29,Chr2,1254831,1254841,1254836,10
29,Chr2,1563204,1564045,1563624,841
29,Chr3,3197029,3197798,3197413,769
29,Chr3,8711843,8712101,8711972,258
29,Chr3,17084656,17084690,17084673,34
29,Chr4,268341,269260,268801,919
29,Chr5,7385903,7386385,7386144,482
29,Chr5,14989536,14989735,14989636,199
29,Chr5,21471847,21472066,21471957,219
30,Chr1,11196183,11196559,11196371,376
30,Chr1,24582693,24582817,24582755,124
30,Chr3,1121465,1122294,1121879,829
30,Chr3,14811716,14812859,14812288,1143
30,Chr3,15705634,15705773,15705704,139
30,Chr4,17239128,17239446,17239287,318
30,Chr5,8419338,8421871,8420604,2533
30,Chr5,21198458,21201116,21199787,2658
31,Chr1,8449056,8449814,8449435,758
31,Chr1,16812759,16813140,16812949,381
31,Chr1,24538166,24538388,24538277,222
31,Chr2,6543825,6544214,6544019,389
31,Chr3,15502094,15502149,15502122,55
31,Chr4,14769226,14773912,14771569,4686
31,Chr5,3142217,3142402,3142309,185
31,Chr5,16166110,16166415,16166262,305
32,Chr1,8075699,8075958,8075829,259
32,Chr3,11154865,11155269,11155067,404
32,Chr4,17731252,17733478,17732365,2226
32,Chr5,9855408,9855906,9855657,498
33,Chr1,3938146,4027386,3982766,89240
33,Chr2,494756,495253,495004,497
33,Chr2,6209081,6209132,6209107,51
33,Chr3,15926090,15926272,15926181,182
33,Chr5,5995013,5995980,5995497,967
34,Chr1,4120891,4121964,4121427,1073
34,Chr1,16133182,16133241,16133212,59
34,Chr2,6927055,6927364,6927209,309
34,Chr3,8547553,8547650,8547601,97
34,Chr3,18343977,18344539,18344258,562
34,Chr5,13228021,13228025,13228023,4
35,Chr1,18323103,18327124,18325113,4021
35,Chr1,28211477,28211885,28211681,408
35,Chr2,618345,618596,618471,251
35,Chr2,19104354,19105725,19105040,1371
35,Chr4,12079300,12080171,12079736,871
35,Chr5,828738,828850,828794,112
35,Chr5,8458652,8458729,8458690,77
35,Chr5,25238539,25239365,25238952,826
36,Chr1,7202860,7203873,7203366,1013
36,Chr2,7817326,7817967,7817646,641
36,Chr2,9436787,9437262,9437025,475
36,Chr2,12346993,12347178,12347085,185
36,Chr2,13771361,13771484,13771423,123
36,Chr3,1353868,1353894,1353881,26
36,Chr3,18780962,18781395,18781178,433
36,Chr4,388080,390891,389486,2811
36,Chr5,14519509,14519685,14519597,176
36,Chr5,16241955,16242490,16242223,535
36,Chr5,25927530,25928590,25928060,1060
37,Chr1,10056800,10057433,10057116,633
37,Chr1,19321402,19321584,19321493,182
37,Chr2,1474156,1474498,1474327,342
37,Chr2,10736184,10736550,10736367,366
37,Chr3,7903165,7903276,7903221,111
37,Chr3,11104914,11105279,11105096,365
37,Chr3,18578397,18578487,18578442,90
37,Chr4,11663824,11664113,11663968,289
37,Chr5,17753290,17754540,17753915,1250
38,Chr1,6621317,6621623,6621470,306
38,Chr3,1049257,1051451,1050354,2194
38,Chr3,11004977,11005269,11005123,292
38,Chr3,15570803,15571175,15570989,372
38,Chr4,1508037,1508284,1508161,247
38,Chr5,14104483,14105415,14104949,932
38,Chr5,21503787,21504178,21503983,391
39,Chr1,7118491,7120370,7119431,1879
39,Chr1,18364561,18365892,18365227,1331
39,Chr2,8094161,8094542,8094351,381
39,Chr3,6248946,6249723,6249334,777
39,Chr4,7785778,7785933,7785856,155
39,Chr5,4647184,4647800,4647492,616
39,Chr5,17606521,17607351,17606936,830
40,Chr1,432547,445271,438909,12724
40,Chr1,17252565,17252626,17252595,61
40,Chr1,20235496,20236696,20236096,1200
40,Chr1,29153494,29155405,29154450,1911
40,Chr2,12431238,12432925,12432082,1687
40,Chr3,17479515,17479801,17479658,286
40,Chr4,6751039,6751247,6751143,208
41,Chr1,21196022,21196364,21196193,342
41,Chr1,21964997,21965158,21965077,161
41,Chr5,16102078,16102924,16102501,846
41,Chr5,17938750,17939452,17939101,702
42,Chr1,13050534,13050649,13050592,115
42,Chr2,1161022,1161234,1161128,212
42,Chr2,9919689,9919692,9919691,3
42,Chr5,19969947,19970620,19970283,673
43,Chr1,11529473,11529618,11529545,145
43,Chr1,12194185,12194252,12194219,67
43,Chr2,13790825,13791051,13790938,226
43,Chr3,2013459,2014306,2013883,847
43,Chr3,8228534,8229076,8228805,542
43,Chr3,22901378,22902335,22901856,957
43,Chr4,799356,799424,799390,68
43,Chr4,5758681,5758925,5758803,244
43,Chr5,1080097,1080307,1080202,210
43,Chr5,13834254,13834673,13834464,419
44,Chr4,7797478,7798516,7797997,1038
44,Chr5,15916039,15916260,15916149,221
45,Chr1,17180843,17180996,17180919,153
45,Chr2,232085,232545,232315,460
45,Chr2,12133288,12133874,12133581,586
45,Chr3,1310569,1312221,1311395,1652
45,Chr3,7908675,7909774,7909225,1099
45,Chr3,15709680,15709811,15709746,131
45,Chr4,11602911,11603103,11603007,192
45,Chr5,7860215,7862772,7861493,2557
46,Chr1,10113023,10113346,10113185,323
46,Chr2,2309628,2312714,2311171,3086
46,Chr2,7076947,7082545,7079746,5598
46,Chr3,11260902,11262200,11261551,1298
46,Chr3,12451084,12451263,12451174,179
46,Chr4,134932,135086,135009,154
46,Chr4,10521100,10521173,10521136,73
46,Chr5,887968,888973,888470,1005
46,Chr5,18655700,18659471,18657586,3771
47,Chr1,10599952,10600131,10600042,179
47,Chr1,26540467,26540962,26540715,495
47,Chr2,5180476,5180615,5180546,139
47,Chr3,3081243,3082166,3081705,923
47,Chr3,11651031,11651107,11651069,76
47,Chr3,18485632,18485981,18485806,349
47,Chr4,6856794,6856971,6856882,177
47,Chr4,7958229,7958424,7958327,195
47,Chr5,231011,231438,231225,427
47,Chr5,8698886,8699167,8699026,281
48,Chr1,4359390,4359546,4359468,156
48,Chr1,11619213,11619368,11619291,155
48,Chr3,3597609,3598666,3598137,1057
48,Chr5,6993975,6996286,6995131,2311
48,Chr5,14090121,14090348,14090235,227
